2015.admissions.act_scores.midpoint.cumulative,2015.admissions.admission_rate.overall,2015.admissions.sat_scores.average.overall,2015.aid.federal_loan_rate,2015.aid.median_debt.completers.overall,2015.aid.pell_grant_rate,2015.completion.completion_rate_4yr_150nt,2015.cost.attendance.academic_year,2015.earnings.10_yrs_after_entry.not_working_not_enrolled.overall,2015.student.FAFSA_applications,2015.student.family_income.overall,2015.student.parents_education_level,2015.student.size,school.faculty_salary,school.ft_faculty_rate,school.instructional_expenditure_per_fte,school.name,school.ownership,school.region_id,school.state_fips,school.tuition_revenue_per_fte
23.0,0.657,1012.0,0.7384,24750.0,0.4158,0.4091,47820.0,,252.0,252.0,229.0,498.0,5792.0,0.2704,6815,Sierra Nevada College,2,8,32,13445
23.0,0.1236,1069.0,0.0,,0.5561,0.7336,27798.0,,557.0,557.0,532.0,1441.0,7140.0,0.6797,9690,College of the Ozarks,2,4,29,362
25.0,0.641,1110.0,0.5629,27000.0,0.2154,0.6379,42391.0,,544.0,544.0,522.0,1428.0,6519.0,0.6241,8030,Carroll College,2,7,30,14835
19.0,1.0,892.0,0.5542,15340.5,0.4656,0.2618,15497.0,,666.0,666.0,613.0,1154.0,5448.0,0.6629,8802,Montana State University-Northern,1,7,30,5265
23.0,0.6985,1037.0,0.7708,26000.0,0.322,0.4353,35236.0,,481.0,481.0,453.0,906.0,5893.0,0.7374,7932,Rocky Mountain College,2,7,30,12251
26.0,0.4938,1160.0,0.6318,25000.0,0.2733,0.617,44659.0,,472.0,472.0,453.0,1053.0,6486.0,0.5946,9806,William Jewell College,2,4,29,9346
,,,0.8065,23674.0,0.3548,,,,246.0,246.0,228.0,434.0,7330.0,1.0,4747,Saint Luke's College of Health Sciences,2,4,29,14909
22.0,0.5788,1040.0,0.5211,19500.0,0.3996,0.4803,17000.0,,9024.0,9024.0,8050.0,19886.0,8918.0,0.7198,12376,University of New Mexico-Main Campus,1,6,35,5324
20.0,0.4983,947.0,0.329,14267.0,0.3574,0.3339,15976.0,,2646.0,2646.0,2260.0,3627.0,6721.0,0.5584,7025,Eastern New Mexico University-Main Campus,1,6,35,4028
22.0,0.6442,1074.0,0.6543,21108.0,0.3547,0.7318,26929.0,,3717.0,3717.0,3438.0,7765.0,9116.0,0.5339,8887,Stockton University,1,2,34,7183
23.0,0.5527,1069.0,0.3545,19500.0,0.3203,0.4548,17007.0,,5491.0,5491.0,4951.0,15091.0,8105.0,0.7664,5721,University of Louisiana at Lafayette,1,5,22,6769
22.0,0.8777,984.0,0.5435,22500.0,0.3672,0.3333,21880.0,,2747.0,2747.0,2533.0,5359.0,8703.0,0.3887,9333,University of Southern Maine,1,1,23,8141
21.0,0.5267,972.0,0.5575,21500.0,0.4428,0.3218,21221.0,,1592.0,1592.0,1366.0,3307.0,10575.0,0.4905,10076,University of Baltimore,1,2,24,11769
18.0,0.3309,821.0,0.7043,26039.0,0.5183,0.3611,28981.0,,282.0,282.0,226.0,765.0,5462.0,0.1812,10719,Washington Adventist University,2,2,24,10777
,0.924,,0.5997,27000.0,0.3538,0.4455,35301.0,,542.0,542.0,504.0,861.0,6364.0,0.5075,3610,Thomas College,2,1,23,9244
22.0,0.8698,1030.0,0.6284,19419.0,0.3919,0.4167,16681.0,,1804.0,1804.0,1653.0,3730.0,6352.0,0.9215,7399,Emporia State University,1,4,20,7149
,0.7474,,0.7665,20625.0,0.6344,0.451,27931.0,,140.0,140.0,124.0,233.0,4466.0,0.4615,5042,Barclay College,2,4,20,14546
25.0,0.8394,1120.0,0.6279,25000.0,0.2476,0.6717,49531.0,,1182.0,1182.0,1122.0,2584.0,7799.0,0.435,9441,Bellarmine University,2,5,21,16492
24.0,0.5685,1101.0,0.5978,25943.0,0.3281,0.6286,35968.0,,708.0,708.0,683.0,1534.0,6328.0,0.4676,8955,Asbury University,2,5,21,13932
25.0,0.9121,1090.0,0.6323,26000.0,0.3297,0.5532,22444.0,,4157.0,4157.0,3972.0,8677.0,9128.0,0.6614,10193,University of Maine,1,1,23,9740
31.0,0.305,1346.0,0.3605,27529.0,0.1518,0.832,62856.0,,1907.0,1907.0,1818.0,7841.0,10993.0,0.5925,24779,Tulane University of Louisiana,2,5,22,26484
25.0,0.8514,1070.0,0.6544,27000.0,0.195,0.654,50090.0,,1293.0,1293.0,1245.0,2271.0,8077.0,0.5122,9739,University of New England,2,1,23,21809
23.0,0.6515,1050.0,0.8006,27000.0,0.2937,0.5857,26069.0,,451.0,451.0,436.0,991.0,7288.0,0.6635,9749,Maine Maritime Academy,1,1,23,18167
21.0,0.501,970.0,0.6334,25000.0,0.4474,0.4321,32231.0,,672.0,672.0,610.0,1122.0,6942.0,0.6045,7467,Spalding University,2,5,21,14189
25.0,0.6707,1114.0,0.604,26000.0,0.3454,0.5468,49742.0,,257.0,257.0,238.0,520.0,6228.0,0.5876,11745,Centenary College of Louisiana,2,5,22,13561
29.0,0.7117,1279.0,0.4448,27000.0,0.1449,0.8645,49258.0,,407.0,407.0,392.0,1355.0,8068.0,0.9058,17683,Centre College,2,5,21,18779
,0.4559,,0.7067,23378.5,0.5192,0.56,35900.0,,579.0,579.0,534.0,928.0,6019.0,0.3398,6254,Midway University,2,5,21,11749
21.0,1.0,965.0,0.4816,24500.0,0.4474,0.3514,33701.0,,840.0,840.0,768.0,1244.0,5879.0,0.6699,6034,University of Pikeville,2,5,21,15384
21.0,0.3629,977.0,0.7668,25750.0,0.4682,0.4348,29684.0,,327.0,327.0,299.0,529.0,4919.0,1.0,4960,Kentucky Christian University,2,5,21,9791
22.0,0.4141,990.0,0.7653,24663.5,0.4597,0.4231,32261.0,,428.0,428.0,395.0,661.0,4627.0,0.6406,4471,Sterling College,2,4,20,9250
22.0,0.8218,1025.0,0.7749,16500.0,0.3987,0.451,26404.0,,185.0,185.0,,294.0,5283.0,0.3939,4843,Manhattan Christian College,2,4,20,10045
24.0,0.5627,1095.0,0.2441,19122.0,0.1611,0.5,32407.0,,565.0,565.0,510.0,1126.0,6079.0,0.9884,4476,Newman University,2,4,20,8229
22.0,0.6136,1015.0,0.6674,18750.0,0.383,0.5455,35342.0,,873.0,873.0,794.0,1329.0,6292.0,0.8269,5880,MidAmerica Nazarene University,2,4,20,10344
22.0,0.6161,1020.0,0.7871,24825.0,0.4258,0.4074,37437.0,,478.0,478.0,445.0,665.0,5734.0,0.5588,5457,Kansas Wesleyan University,2,4,20,12341
21.0,0.4904,978.0,0.5016,23750.0,0.325,0.4109,35171.0,,512.0,512.0,472.0,795.0,5717.0,1.0,8339,University of Saint Mary,2,4,20,12780
22.0,0.8795,1030.0,0.3891,21272.0,0.3355,0.378,16755.0,,4758.0,4758.0,4269.0,11024.0,6267.0,0.8107,5846,Southeastern Louisiana University,1,5,22,5318
27.0,0.5942,1209.0,0.4174,21197.5,0.2766,0.6327,22873.0,,3626.0,3626.0,3334.0,11144.0,9816.0,0.6732,10228,University of Maryland-Baltimore County,1,2,24,9100
17.0,0.4906,834.0,0.5389,27000.0,0.5431,0.3276,22081.0,,1960.0,1960.0,1739.0,3572.0,7856.0,0.6576,9688,University of Maryland Eastern Shore,1,2,24,4141
,0.6569,,0.5595,23699.0,0.4211,0.3705,27517.0,,3656.0,3656.0,2998.0,6410.0,8635.0,0.2655,5326,Mercy College,2,2,36,15065
,0.8,,0.0,,0.5326,0.3636,18340.0,,62.0,62.0,16.0,250.0,2183.0,0.6111,5977,Mesivta Torah Vodaath Rabbinical Seminary,2,2,36,6533
,0.5,,0.0,,0.7059,0.25,,,11.0,11.0,,24.0,3704.0,,12682,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,2,2,36,7692
,0.8333,,0.0,,0.6889,0.2273,14750.0,,24.0,24.0,,49.0,3651.0,,25780,Mesivtha Tifereth Jerusalem of America,2,2,36,11588
22.0,0.7339,948.0,0.6341,21892.0,0.7386,0.2943,47032.0,,1852.0,1852.0,1247.0,2967.0,8121.0,0.2238,5759,The College of New Rochelle,2,2,36,13748
26.0,0.5739,1085.0,0.4725,26250.0,0.2321,0.6402,59228.0,,999.0,999.0,949.0,3356.0,10119.0,0.1375,15799,Pratt Institute-Main,2,2,36,30132
,0.4607,,0.3008,23750.0,0.126,0.7875,55836.0,,91.0,91.0,,410.0,8117.0,0.2809,18039,Manhattan School of Music,2,2,36,29700
23.0,0.6632,1067.0,0.7156,22225.0,0.3937,0.6216,41358.0,,848.0,848.0,781.0,1282.0,6537.0,0.9016,10388,Roberts Wesleyan College,2,2,36,15183
,0.6878,,0.8004,25000.0,0.3901,0.4239,41216.0,,574.0,574.0,549.0,885.0,5465.0,0.6966,6952,Paul Smiths College of Arts and Science,2,2,36,12266
,,,0.0,,0.7891,0.6071,13700.0,,70.0,70.0,,147.0,1480.0,,3353,Kehilath Yakov Rabbinical Seminary,2,2,36,3225
21.0,0.9056,962.0,0.6456,26000.0,0.3138,0.5469,42884.0,,724.0,724.0,663.0,1515.0,5782.0,0.1055,4442,LIM College,3,2,36,25495
,0.9545,,0.0,,0.2683,0.5,20550.0,,12.0,12.0,,43.0,4852.0,,14437,Rabbinical College Beth Shraga,2,2,36,17688
,,,0.0,,0.0,,,,,,,,6319.0,,14763,Unification Theological Seminary,2,2,36,12121
,,,0.2667,,0.4,,,,,,,17.0,5511.0,0.5,1620,Texas Health and Science University,3,6,48,6049
34.0,0.1098,1506.0,0.3204,14710.0,0.0808,0.9294,63801.0,,66.0,66.0,,333.0,10765.0,0.8182,28298,Franklin W Olin College of Engineering,2,1,25,13620
,,,0.7044,25000.0,0.3276,,,,416.0,416.0,344.0,435.0,7248.0,1.0,7962,Resurrection University,2,3,17,17489
,,,0.5821,,0.5522,0.5714,,,19.0,19.0,,49.0,447.0,,3413,Tri-State Bible College,2,3,39,8704
,,,0.7531,25000.0,0.6946,0.25,29762.0,,363.0,363.0,205.0,371.0,5193.0,0.134,5922,Pillar College,2,2,34,18017
,,,0.8158,27311.5,0.5,,,,24.0,24.0,,74.0,,,3887,Birthingway College of Midwifery,2,8,41,19525
,,,0.7429,,0.3429,,,,35.0,35.0,,39.0,5747.0,0.8644,58908,Louisiana State University Health Sciences Center-Shreveport,1,5,22,14837
,,,0.4012,19838.5,0.496,0.0,24751.0,,236.0,236.0,163.0,402.0,3181.0,0.6923,6884,College of Biblical Studies-Houston,2,6,48,7091
,0.6571,,0.2733,25000.0,0.2889,0.2726,21900.0,,5919.0,5919.0,5448.0,9666.0,6023.0,0.1727,5600,Embry-Riddle Aeronautical University-Worldwide,2,5,12,10808
,,,0.8763,24500.0,0.7179,,,,2061.0,2061.0,1784.0,1157.0,7633.0,1.0,4192,Springfield College-School of Professional and Continuing Studies,2,1,25,9938
,,,0.0392,,0.0392,,23925.0,,,,,84.0,4570.0,1.0,4112,California University of Management and Sciences,2,8,6,12367
,,,0.0,,0.4286,1.0,11404.0,,,,,22.0,2954.0,,3400,Mid-South Christian College,2,5,47,2421
,,,0.2887,27875.0,0.1518,,,,4349.0,4349.0,4123.0,2051.0,7144.0,0.0809,7150,Northeastern University Professional Advancement Network,2,1,25,13640
,,,0.5267,12263.5,0.5621,,,,2220.0,2220.0,1916.0,1855.0,7538.0,0.3502,7245,Texas A & M University-Central Texas,1,6,48,5909
,0.725,,0.0,,0.6102,0.3684,15000.0,,43.0,43.0,,124.0,4692.0,,5173,Bet Medrash Gadol Ateret Torah,2,2,36,8532
,0.25,,0.0,,0.075,0.5,,,,,,40.0,4971.0,,21040,Yeshiva Gedola Ohr Yisrael,2,2,36,16659
21.0,0.8049,965.0,0.7992,25000.0,0.4615,0.467,26977.0,,1590.0,1590.0,1507.0,2588.0,7007.0,0.9675,6421,Husson University,2,1,23,13626
,,,0.8591,21532.5,0.5552,,17882.0,,949.0,949.0,852.0,579.0,6666.0,,8599,Northwest University-College of Adult and Professional Studies,2,8,53,12503
,0.4074,,0.0,,0.3158,0.3529,17200.0,,,,,34.0,5500.0,0.8889,53179,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,2,2,36,39556
,1.0,,0.6875,,0.4531,0.3,21149.0,,86.0,86.0,75.0,225.0,6187.0,0.5294,8469,Criswell College,2,6,48,9655
,0.9565,,0.0,,0.5593,,20950.0,,23.0,23.0,,58.0,3842.0,,18253,Bais HaMedrash and Mesivta of Baltimore,2,2,24,24176
,,,0.6463,18500.0,0.2517,,,,116.0,116.0,,150.0,6091.0,0.96,8961,Columbia College of Nursing,2,3,55,14971
,0.5,,0.4476,,0.4286,,20907.0,,49.0,49.0,,96.0,,,4367,Pacific Rim Christian University,2,8,15,11100
,,,0.4701,19875.0,0.5349,0.209,17603.0,,6971.0,6971.0,6056.0,10997.0,6657.0,0.6835,5641,Georgia Gwinnett College,1,5,13,3418
,,,0.8,27263.0,0.2722,0.2,,,588.0,588.0,546.0,807.0,5642.0,0.2277,8641,Denver School of Nursing,3,7,8,23714
,1.0,,0.0,,0.8338,0.3898,24514.0,,175.0,175.0,,410.0,2125.0,,4219,Yeshiva of Machzikai Hadas,2,2,36,9497
,0.68,,0.6661,24000.0,0.26,0.8889,26393.0,,17078.0,17078.0,14859.0,15122.0,7318.0,0.0993,2871,Chamberlain College of Nursing-Illinois,3,3,17,19273
20.0,0.5962,925.0,0.8848,13837.0,0.6182,0.0968,27720.0,,185.0,185.0,171.0,278.0,1333.0,0.3295,5174,Ecclesia College,2,5,5,12361
,,,0.0,,0.9168,0.6387,16698.0,,650.0,650.0,622.0,1688.0,2709.0,1.0,5452,Uta Mesivta of Kiryas Joel,2,2,36,10527
,,,0.9444,,0.9444,0.75,,,28.0,28.0,,31.0,2500.0,,1578,Carolina Christian College,2,5,37,3857
27.0,0.4612,1229.0,0.326,22288.5,0.292,0.8571,44550.0,,99.0,99.0,,432.0,10936.0,0.7051,28993,Soka University of America,2,8,6,600
,,,0.1034,,0.4368,0.4545,15377.0,,81.0,81.0,58.0,194.0,4400.0,0.3143,9486,Baptist University of the Americas,2,6,48,3765
,,,0.7589,43999.0,0.5625,0.125,,,46.0,46.0,,93.0,1600.0,0.4583,3125,Charlotte Christian College and Theological Seminary,2,5,37,8773
,0.75,,0.0,,0.3525,0.3947,18250.0,,20.0,20.0,,115.0,3904.0,,26136,Talmudical Yeshiva of Philadelphia,2,2,42,18814
,,,0.6551,23712.5,0.4893,0.3571,18999.0,,2166.0,2166.0,2013.0,3446.0,6622.0,0.4855,5931,Shawnee State University,1,3,39,5935
22.0,0.8085,1009.0,0.5689,29125.0,0.3357,0.4526,42798.0,,712.0,712.0,652.0,1213.0,7091.0,0.9744,5208,Ohio Dominican University,2,3,39,12078
22.0,0.6991,1010.0,0.4031,20393.0,0.3369,0.39,17674.0,,5586.0,5586.0,5076.0,14270.0,6742.0,0.9828,7451,University of Central Oklahoma,1,6,40,6715
27.0,0.7764,1204.0,0.3452,20000.0,0.2302,0.6616,23906.0,,6433.0,6433.0,6017.0,20689.0,9558.0,0.8287,11948,University of Oklahoma-Norman Campus,1,6,40,11843
22.0,0.9597,1034.0,0.5616,25000.0,0.3756,0.3975,19446.0,,6198.0,6198.0,5769.0,12040.0,8766.0,0.9932,9585,Wright State University-Main Campus,1,3,39,10119
17.0,0.8184,830.0,0.453,16150.0,0.4575,0.2686,18223.0,,1982.0,1982.0,1793.0,3663.0,5707.0,0.404,5515,Rogers State University,1,6,40,4238
22.0,0.6404,1009.0,0.5935,29244.0,0.4381,0.576,38235.0,,1407.0,1407.0,1271.0,3054.0,7241.0,0.5786,8535,Oral Roberts University,2,6,40,11099
29.0,0.4397,1295.0,0.3219,26986.0,0.1376,0.6827,50116.0,,721.0,721.0,689.0,3450.0,10713.0,0.7819,15773,University of Tulsa,2,6,40,20099
25.0,0.7017,1126.0,0.4629,22019.0,0.2004,0.5845,45171.0,,695.0,695.0,656.0,1791.0,7187.0,0.5933,12958,Oklahoma City University,2,6,40,17486
19.0,0.683,890.0,0.2473,17844.0,0.2188,0.2158,16073.0,,617.0,617.0,542.0,1065.0,3648.0,0.5579,5952,Oklahoma Panhandle State University,1,6,40,4695
26.0,0.8558,1165.0,0.5133,23000.0,0.2499,0.6192,26370.0,,12900.0,12900.0,12044.0,24066.0,9664.0,0.5893,10378,University of Cincinnati-Main Campus,1,3,39,12987
23.0,0.966,1049.0,0.5783,25500.0,0.3735,0.4079,22378.0,,8358.0,8358.0,7713.0,17240.0,8967.0,0.5184,9058,University of Akron Main Campus,1,3,39,9655
24.0,0.9364,1091.0,0.5316,23300.0,0.2039,0.5388,19198.0,,4747.0,4747.0,4519.0,11719.0,8872.0,0.9593,8971,North Dakota State University-Main Campus,1,4,38,8330
24.0,0.5762,1071.0,0.7709,27000.0,0.4437,0.6041,42723.0,,573.0,573.0,524.0,1063.0,5487.0,0.5852,8971,Hiram College,2,3,39,15128
19.0,0.6587,879.0,0.8111,31000.0,0.6569,0.4171,18608.0,,3212.0,3212.0,2824.0,5797.0,7737.0,0.7717,10530,North Carolina Central University,1,5,37,5127
27.0,0.5752,1187.0,0.4719,26000.0,0.1083,0.7872,51320.0,,2577.0,2577.0,2536.0,8556.0,8284.0,0.6164,11640,University of Dayton,2,3,39,20724
31.0,0.3054,1343.0,0.3203,16479.0,0.2186,0.9019,23940.0,,4725.0,4725.0,4509.0,17951.0,11809.0,0.8931,26718,University of North Carolina at Chapel Hill,1,5,37,13823
26.0,0.742,1169.0,0.4926,22500.0,0.2065,0.7188,35309.0,,1142.0,1142.0,1118.0,3061.0,7182.0,0.6757,9813,Cedarville University,2,3,39,15529
23.0,0.9567,1066.0,0.6125,22500.0,0.2161,0.5981,24857.0,,966.0,966.0,918.0,1875.0,6487.0,0.9094,6224,University of Mary,2,4,38,14852
21.0,0.9515,1005.0,0.7168,25592.0,0.4676,0.3111,27707.0,,301.0,301.0,277.0,565.0,5288.0,0.2897,6435,Cincinnati Christian University,2,3,39,9483
,,,0.6396,27886.0,0.5367,0.3333,22274.0,,3422.0,3422.0,2806.0,3485.0,2044.0,1.0,4527,Ohio Christian University,2,3,39,10205
,,,0.7494,25000.0,0.7173,0.1283,17797.0,,1578.0,1578.0,1350.0,2139.0,5897.0,1.0,7513,Langston University,1,6,40,3565
,,,0.6374,18750.0,0.3707,0.464,31950.0,,1039.0,1039.0,952.0,1642.0,5732.0,0.9468,9139,Southern Nazarene University,2,6,40,13036
20.0,0.51,925.0,0.6018,22313.0,0.4912,0.3333,21608.0,,216.0,216.0,185.0,314.0,2633.0,0.4906,4529,Randall University,2,6,40,9023
25.0,0.7158,1111.0,0.5596,27000.0,0.1739,0.7419,47980.0,,1706.0,1706.0,1650.0,4460.0,8430.0,0.5113,10399,Xavier University,2,3,39,16801
21.0,0.9129,965.0,0.3113,26500.0,0.2061,0.3956,32554.0,,307.0,307.0,287.0,704.0,5221.0,0.3438,2755,Urbana University,2,3,39,6843
,0.1509,,0.6053,28000.0,0.3054,0.5098,33599.0,,754.0,754.0,704.0,1387.0,6378.0,0.9907,7512,Mount Saint Joseph University,2,3,39,15536
23.0,0.6981,1040.0,0.7786,26500.0,0.3659,0.544,39071.0,,1110.0,1110.0,1040.0,2015.0,7389.0,1.0,9221,Wingate University,2,5,37,12114
23.0,0.6499,1044.0,0.6401,26000.0,0.2545,0.4464,29844.0,,419.0,419.0,401.0,861.0,6693.0,1.0,8208,University of Jamestown,2,4,38,8894
21.0,0.8635,961.0,0.4595,21330.5,0.2504,0.4079,16940.0,,530.0,530.0,497.0,974.0,5952.0,0.6186,13230,Valley City State University,1,4,38,5726
20.0,0.4241,926.0,0.8458,27000.0,0.5683,0.4559,25154.0,,131.0,131.0,,186.0,3978.0,1.0,4765,Trinity Bible College and Graduate School,2,4,38,7836
25.0,0.8202,1127.0,0.6402,26939.0,0.2271,0.7258,48728.0,,1240.0,1240.0,1203.0,3064.0,8077.0,0.9954,9932,John Carroll University,2,3,39,14029
24.0,0.7501,1078.0,0.7493,27000.0,0.3224,0.6107,39281.0,,1034.0,1034.0,986.0,2061.0,7626.0,1.0,9094,University of Mount Union,2,3,39,13485
24.0,0.7202,1100.0,0.6565,27000.0,0.2881,0.6632,45066.0,,559.0,559.0,538.0,1215.0,6709.0,1.0,12857,Marietta College,2,3,39,16501
21.0,0.5631,989.0,0.6354,27000.0,0.3369,0.5019,40902.0,,446.0,446.0,422.0,788.0,6576.0,1.0,5948,Lake Erie College,2,3,39,11023
,1.0,,0.6891,28977.0,0.3666,0.4342,21750.0,,327.0,327.0,309.0,632.0,6802.0,0.6939,11193,Kettering College,2,3,39,15193
21.0,0.8171,990.0,0.5901,20500.0,0.2665,0.7184,19506.0,,425.0,425.0,400.0,897.0,7674.0,0.6484,6284,Mount Carmel College of Nursing,2,3,39,12463
,,,0.5123,19030.5,0.2888,0.2517,16724.0,,581.0,581.0,531.0,819.0,5865.0,0.9783,7258,Mayville State University,1,4,38,5459
25.0,0.6224,1119.0,0.8044,27000.0,0.5761,0.6028,41356.0,,520.0,520.0,461.0,922.0,6137.0,0.4589,8552,Salem College,2,5,37,7573
25.0,0.8381,1120.0,0.5947,23000.0,0.4005,0.5249,44717.0,,389.0,389.0,372.0,749.0,6178.0,0.6271,11606,Warren Wilson College,2,5,37,13750
24.0,0.3439,1108.0,0.6019,27000.0,0.3044,0.6536,22072.0,,351.0,351.0,,850.0,7051.0,0.7258,20852,University of North Carolina School of the Arts,1,5,37,13714
22.0,0.8568,1039.0,0.4659,22634.0,0.4134,0.4197,20130.0,,9067.0,9067.0,8152.0,19648.0,8768.0,0.5618,7764,Portland State University,1,8,41,8762
,,,0.8117,34298.5,0.6344,0.3206,32230.0,,10227.0,10227.0,8275.0,917.0,5236.0,0.2697,6571,The Art Institute of Pittsburgh,3,2,42,11941
20.0,0.8493,922.0,0.7354,25000.0,0.3887,0.4975,23721.0,,3171.0,3171.0,2878.0,5715.0,9576.0,0.6498,7955,California University of Pennsylvania,1,2,42,7991
23.0,0.5696,1047.0,0.448,22875.0,0.3213,0.4605,21352.0,,1467.0,1467.0,1345.0,3582.0,6978.0,0.9724,9776,Oregon Institute of Technology,1,8,41,7353
,0.4917,,0.9055,28000.0,0.4428,0.5786,51438.0,,1265.0,1265.0,1118.0,2228.0,6520.0,0.5808,9823,Albright College,2,2,42,14745
24.0,0.2156,1070.0,0.6656,24166.0,0.4988,0.466,33078.0,,31380.0,31380.0,27368.0,49542.0,4594.0,0.6113,2431,Liberty University,2,5,51,9949
26.0,0.6887,1153.0,0.4429,19750.0,0.2658,0.692,23607.0,,7994.0,7994.0,7260.0,22308.0,10612.0,0.542,12366,George Mason University,1,5,51,11246
21.0,0.8311,1020.0,0.5682,23500.0,0.3653,0.5269,21942.0,,8922.0,8922.0,8152.0,19870.0,8963.0,0.9625,8996,Old Dominion University,1,5,51,6844
17.0,0.7894,808.0,0.7629,31000.0,0.6296,0.331,21286.0,,2024.0,2024.0,1748.0,4477.0,7907.0,1.0,9104,Norfolk State University,1,5,51,4873
25.0,0.7257,1134.0,0.3907,20899.0,0.1463,0.8267,23935.0,,5206.0,5206.0,4998.0,19019.0,8315.0,0.7811,8822,James Madison University,1,5,51,9327
22.0,0.9708,1009.0,0.8285,27000.0,0.5791,0.3677,41298.0,,784.0,784.0,703.0,1265.0,6689.0,0.3077,9716,Mary Baldwin University,2,5,51,12427
25.0,0.8265,1110.0,0.4447,21500.0,0.167,0.7027,24076.0,,1440.0,1440.0,1368.0,4262.0,7683.0,0.6397,8444,University of Mary Washington,1,5,51,7578
24.0,0.7015,1093.0,0.5564,20000.0,0.3644,0.518,20291.0,,12998.0,12998.0,11736.0,30533.0,10381.0,1.0,8181,University of North Texas,1,6,48,8406
,,,0.2906,15200.0,0.3626,0.3304,12766.0,,9847.0,9847.0,9362.0,25751.0,7426.0,0.3776,4819,Utah Valley University,1,7,49,4427
24.0,0.7214,1078.0,0.5133,12575.0,0.3827,0.4685,18866.0,,2470.0,2470.0,2344.0,5977.0,6183.0,0.7817,9895,Southern Utah University,1,7,49,9625
26.0,0.6617,1156.0,0.5794,26643.0,0.2254,0.5827,49702.0,,1629.0,1629.0,1503.0,3249.0,8227.0,0.9852,9045,Champlain College,2,1,50,21570
,0.7596,,0.6288,28000.0,0.1719,0.7574,51919.0,,733.0,733.0,710.0,1941.0,8362.0,1.0,9755,Saint Michael's College,2,1,50,22650
,,,0.572,15000.0,0.2797,,,,518.0,518.0,467.0,745.0,8476.0,0.9706,91653,The University of Texas Medical Branch,1,6,48,8971
22.0,0.6157,1001.0,0.5835,25000.0,0.4165,0.4128,23387.0,,4852.0,4852.0,4410.0,10562.0,7365.0,0.8029,6986,Stephen F Austin State University,1,6,48,7222
21.0,0.7911,974.0,0.5158,22000.0,0.4294,0.321,18852.0,,4383.0,4383.0,3880.0,9008.0,7791.0,0.7934,5100,Lamar University,1,6,48,7771
18.0,0.7763,894.0,0.429,18750.0,0.4743,0.133,16284.0,,5758.0,5758.0,4561.0,13101.0,7715.0,0.5206,4408,University of Houston-Downtown,1,6,48,6598
22.0,0.76,1002.0,0.5208,22299.5,0.389,0.4379,16382.0,,2341.0,2341.0,2115.0,5287.0,7600.0,0.7836,8921,Midwestern State University,1,6,48,6518
23.0,0.804,1047.0,0.6656,26750.0,0.4129,0.4336,37000.0,,1733.0,1733.0,1599.0,3173.0,7538.0,1.0,8442,University of Mary Hardin-Baylor,2,6,48,18735
22.0,0.9608,1018.0,0.7867,24500.0,0.3537,0.424,30642.0,,784.0,784.0,720.0,1471.0,6295.0,0.5574,7453,Lubbock Christian University,2,6,48,12194
19.0,0.5334,887.0,0.6919,26824.5,0.4786,0.3531,36688.0,,637.0,637.0,567.0,1002.0,5919.0,0.975,10837,McMurry University,2,6,48,13534
28.0,0.6664,1212.0,0.3265,18750.0,0.2173,0.7889,22893.0,,12841.0,12841.0,11965.0,48707.0,10789.0,0.8686,15239,Texas A & M University-College Station,1,6,48,10216
17.0,0.509,817.0,0.6751,29358.0,0.6398,0.1852,23414.0,,4645.0,4645.0,3968.0,6696.0,7552.0,0.7234,10768,Texas Southern University,1,6,48,7220
28.0,0.6148,1265.0,0.5022,18750.0,0.3548,0.6643,23133.0,,5515.0,5515.0,4936.0,15559.0,12287.0,0.7467,9904,The University of Texas at Dallas,1,6,48,11382
23.0,0.6447,1059.0,0.4204,18632.0,0.3618,0.4072,21164.0,,2830.0,2830.0,2556.0,6059.0,7971.0,0.7081,9208,The University of Texas at Tyler,1,6,48,5933
28.0,0.4328,1220.0,0.2726,21500.0,0.1278,0.7558,53532.0,,1826.0,1826.0,1729.0,8851.0,9920.0,0.9863,15648,Texas Christian University,2,6,48,25267
,,,0.6218,12500.0,0.3261,,,,688.0,688.0,619.0,793.0,8524.0,0.6,126647,The University of Texas Health Science Center at San Antonio,1,6,48,11521
,,,0.5187,12500.0,0.2768,,,,1490.0,1490.0,1354.0,1464.0,8442.0,0.9624,45672,Texas Tech University Health Sciences Center,1,6,48,8054
28.0,0.7085,1211.0,0.4445,22300.0,0.1743,0.7679,29332.0,,3331.0,3331.0,3235.0,10081.0,9807.0,0.7715,16831,University of Vermont,1,1,50,23357
20.0,0.9327,923.0,0.7457,20834.0,0.4946,0.3913,35648.0,,723.0,723.0,662.0,884.0,4828.0,0.3535,4005,Bluefield College,2,5,51,10012
21.0,0.7637,980.0,0.7381,27000.0,0.3854,0.5406,44181.0,,572.0,572.0,529.0,1010.0,6243.0,0.6341,11619,Emory & Henry College,2,5,51,11284
19.0,0.6313,894.0,0.844,27000.0,0.5538,0.2952,36145.0,,246.0,246.0,223.0,431.0,5344.0,0.5333,4299,Southern Vermont College,2,1,50,11969
,0.6306,,0.5364,26000.0,0.2106,0.6768,64019.0,,255.0,255.0,,683.0,9385.0,0.4867,20021,Bennington College,2,1,50,26686
